0,1,2
1,0,0
0.704680887,0.709524381,1.59E-05
0.463365018,0.886167512,2.77E-05
0.993262329,0.115887431,0.000222958
0.796519718,-0.60461251,0.00022622
0.399187343,0.916869373,0.00013358
-0.207383851,-0.978259641,-0.000116359
-0.057228961,-0.998361079,-3.30E-05
-0.969035409,-0.246920961,-0.00064375
0.168127038,-0.985765328,0.00013312
0.905411023,0.424535384,0.000765507
-0.473908241,-0.880574123,-0.000438815
-0.932702342,0.36064556,-0.001058655
0.146131762,0.989265118,0.000187177
0.374846033,0.927086915,0.000549881
0.500849823,-0.865533811,0.000822446
0.236578962,0.971612175,0.00042042
0.669904409,0.742446378,0.001207879
0.972426778,0.23320173,0.001764937
0.729151394,0.684351138,0.001328348
0.181969035,0.9833042,0.000348517
-0.338082445,-0.941116267,-0.000656892
-0.573530968,-0.81918298,-0.00121458
0.341098886,-0.940027107,0.000766481
0.441837283,-0.897094607,0.001040339
0.824489078,-0.565874327,0.002001608
-0.983136329,0.182857783,-0.002447415
0.672973871,-0.73966428,0.001709398
-0.839585961,0.543222484,-0.002178915
-0.167300182,0.985905899,-0.000456132
-0.823317146,0.567576989,-0.002288753
0.84454548,-0.535478347,0.002423202
-0.885142137,-0.465313302,-0.002632341
-0.992398202,-0.123032617,-0.002963717
0.244577113,0.969629528,0.000783772
0.935730921,-0.352701742,0.003020718
0.52536777,0.850873481,0.001739247
0.864969053,0.501816803,0.002904041
0.035657236,-0.999364071,0.000120864
-0.797097955,-0.603843944,-0.002709578
-0.171068226,-0.985259011,-0.000586159
0.822531643,0.568711834,0.002923462
-0.152527072,0.988299135,-0.000558741
-0.134669714,0.990890416,-0.00050184
0.660587204,-0.750745219,0.002482432
-0.561631679,-0.827384579,-0.002148302
-0.180246014,-0.983621316,-0.000694201
-0.468956229,0.883219483,-0.001843809
0.983803262,0.179208501,0.00393122
0.930415571,0.366486518,0.003807505
-0.032709088,-0.999464905,-0.000137487
0.637979873,-0.770048215,0.002725671
-0.73028324,0.68313726,-0.0031421
0.625438963,0.780268249,0.002750092
-0.152650027,0.988280078,-0.000675607
-0.989601307,-0.143770524,-0.004391879
0.611195982,0.791474137,0.00285702
-0.93664119,-0.350262854,-0.004383325
0.73449619,0.67860299,0.003650741
0.535791555,0.844346065,0.002670691
-0.20482552,0.978797969,-0.001021312
-0.78987657,-0.613252936,-0.003980056
-0.109029721,0.994038335,-0.000555288
0.484025945,0.875050152,0.002473157
-0.999573419,0.028736669,-0.005213892
0.952859634,-0.303369403,0.0050521
0.677070971,-0.735907939,0.003795402
-0.233005217,-0.972474607,-0.001306956
0.953981892,0.299815418,0.005409765
-0.897318088,0.44135455,-0.005139105
0.813583637,0.58142866,0.004730554
0.460988124,-0.887402198,0.002699766
0.200500694,-0.979692812,0.001210951
0.401588392,0.915816939,0.002469209
-0.266744016,-0.963765899,-0.001709175
-0.968898435,-0.247379597,-0.006257659
0.666505365,-0.745487495,0.004358114
-0.893304142,0.449414715,-0.005841524
-0.103029156,0.994678106,-0.000677157
-0.469077138,0.883151775,-0.003095396
-0.508271103,0.861190567,-0.003360646
-0.212926372,0.977067225,-0.001413673
-0.728841246,-0.684665224,-0.004895817
-0.945592257,-0.325290274,-0.006443706
-0.346005077,-0.938229633,-0.002375307
0.955537832,-0.294794958,0.006586646
0.302828704,-0.953042704,0.002092849
0.994335494,-0.106059531,0.006949902
-0.326332887,-0.945252093,-0.00230839
-0.129635305,-0.991561267,-0.000970354
-0.549469693,0.835503523,-0.00411333
-0.86671549,0.498760019,-0.006534743
0.981983047,-0.188822075,0.007451155
0.57347818,-0.819209062,0.004392023
0.999673823,-0.024351914,0.007696251
0.97902016,0.203623749,0.007542922
-0.625370827,-0.780312568,-0.00486048
0.559258504,-0.828981423,0.004441372
0.935328408,-0.353701213,0.007498146
-0.730208341,-0.683198327,-0.005985462
-0.920311015,-0.391113021,-0.007631504
0.986555461,0.163220699,0.008205193
0.757015267,0.653366512,0.006331346
-0.991449888,0.130210395,-0.008507235
0.396861634,-0.917872003,0.003439444
-0.576662566,0.816966511,-0.005099416
-0.986424162,0.163985249,-0.008729845
0.6484749,-0.761214269,0.005756832
-0.753209166,-0.657747034,-0.006692688
-0.99850687,-0.05389321,-0.00891926
0.911327866,0.411600148,0.008175477
0.882513845,-0.470219755,0.007918056
-0.988696391,-0.149666284,-0.008913478
-0.146256591,0.989245784,-0.001337333
0.366654044,0.93035124,0.003373613
-0.572603709,-0.819814983,-0.005327893
-0.952489429,-0.304436041,-0.009087549
0.483418602,0.875377114,0.004621932
-0.985372648,0.170147353,-0.009519646
-0.950539024,-0.310468938,-0.009197921
-0.717820244,-0.696193711,-0.006957992
0.986921444,0.160914578,0.009620874
-0.051074334,-0.998694729,-0.000500122
0.281508961,-0.959554545,0.002789375
0.514500122,-0.857474901,0.005139919
-0.995984994,0.088927986,-0.010281311
-0.758490102,0.651635031,-0.00803444
0.975195938,0.221089729,0.010593112
0.792607094,-0.609671183,0.00866278
-0.981025525,-0.193571966,-0.010900182
0.846708273,-0.531972892,0.009483809
0.735821356,-0.677125502,0.008245437
0.936267666,-0.351124645,0.010693054
-0.53581874,-0.844310779,-0.006130757
0.792413299,-0.609915678,0.009166753
-0.78328572,0.621595642,-0.009074035
0.677624901,-0.735365475,0.007881038
-0.063102174,-0.998006799,-0.000738088
-0.91502361,-0.403256878,-0.0107556
-0.983564031,0.180186568,-0.011601587
-0.779516583,0.626312892,-0.009276818
0.12997548,-0.991515982,0.001559636
-0.976707082,0.214254232,-0.011764351
0.295268355,0.955407656,0.003579005
0.691847816,0.721994264,0.008419138
-0.933426217,-0.35858551,-0.011486081
-0.99802508,0.061552733,-0.01253799
0.852738001,-0.522226857,0.010817221
0.353178724,-0.935545126,0.004484089
-0.277733885,-0.960651467,-0.003556474
0.668730131,0.743455293,0.008616235
0.582422052,0.812851852,0.007511296
-0.72705066,0.686517315,-0.009555857
-0.995660135,0.092131002,-0.013144353
-0.432429574,-0.901649502,-0.005730503
-0.023721591,-0.999718554,-0.000315265
-0.286443245,-0.958089564,-0.003828184
0.741813539,0.670532903,0.009914609
0.523286008,-0.852128148,0.00702661
0.606548948,-0.795002065,0.008372041
-0.773641141,0.633533482,-0.010710415
0.248113999,-0.968724705,0.003448178
0.853195082,0.521455675,0.011921873
0.934486117,-0.35575437,0.013210822
-0.982270873,-0.186946595,-0.013960767
-0.56092468,0.8278279,-0.008029445
-0.947035391,-0.320840402,-0.013616343
0.184544465,-0.982820533,0.002672086
0.965616789,-0.259583772,0.014159178
-0.641262439,-0.767263817,-0.009419142
0.158126584,0.987416115,0.002323474
-0.366870239,-0.930256226,-0.005438978
0.983559907,-0.179987607,0.01464141
-0.989623487,0.142913441,-0.014869539
-0.923331905,-0.383746793,-0.014021115
0.160361466,0.987055341,0.00243999
-0.772568218,-0.634822786,-0.011763484
-0.646505605,-0.762844991,-0.009900656
-0.50734178,0.861709881,-0.007771734
-0.003649303,-0.99999334,-5.61E-05
0.217260577,0.976107927,0.003340008
0.555532199,-0.831450504,0.008604365
0.905767646,0.423541995,0.014041012
-0.725297233,-0.688341443,-0.01140095
0.197223668,-0.980353554,0.003119871
-0.671005236,0.741375358,-0.010702891
0.791390389,-0.611180284,0.012645658
0.917293,0.397942972,0.014660966
0.274744864,-0.961506933,0.004435919
0.736594921,0.676229035,0.011925387
-0.741516471,-0.670826788,-0.012031004
0.218339719,0.97586639,0.00354346
0.731302409,-0.681947919,0.011992555
-0.999287537,0.033980457,-0.01642397
-0.118591726,0.992941173,-0.001957112
-0.059563304,0.998224044,-0.000984947
-0.241827247,0.970311077,-0.003999641
-0.420188808,0.907409778,-0.006989998
-0.925533429,0.378345412,-0.01557631
0.244182521,0.969720304,0.00417469
-0.706317755,0.707789863,-0.012195809
0.997010716,-0.075300328,0.017305886
0.882921101,0.469270954,0.015332989
0.901097335,0.433332181,0.015710295
-0.437364615,0.899251636,-0.007660848
-0.764806437,-0.644118866,-0.01349078
-0.12129462,0.992614195,-0.002162196
0.895675141,0.444419074,0.01605391
0.114916013,0.993373071,0.002061765
0.941667689,0.336108779,0.017112918
-0.238498198,0.971133178,-0.004354357
-0.971140297,0.237832872,-0.017945734
-0.500222682,0.865846409,-0.009341529
0.917421986,0.397545537,0.017159443
0.717012704,0.696930104,0.013461502
-0.603200902,-0.797508658,-0.011340699
-0.372355372,-0.928063503,-0.007043528
0.472208827,-0.881440173,0.00905793
-0.281287165,-0.959608153,-0.005451932
0.996917339,-0.076014494,0.01943235
0.815848312,-0.578045886,0.015952569
0.575932159,-0.817416411,0.01151345
0.823844893,0.566572478,0.016589749
0.993195804,0.114720724,0.020031214
-0.520523025,0.853782638,-0.010535049
-0.820331797,-0.571641062,-0.016799995
-0.832376459,-0.553948039,-0.01705873
0.987055085,-0.159094002,0.02028196
-0.979447747,0.200659328,-0.02044371
-0.695815358,-0.718073362,-0.014547638
-0.656709413,-0.754018127,-0.013762677
0.979729603,0.19926376,0.020587834
0.916659938,0.399202996,0.019274992
-0.786723427,-0.617082954,-0.016579409
0.62796208,0.77813119,0.013246821
-0.601197667,0.798998926,-0.012731121
-0.168228782,0.985741529,-0.003565705
0.105646911,-0.994401171,0.002245284
-0.78367846,0.620942003,-0.016706284
0.862331123,0.506010842,0.018386469
-0.797875752,0.602580758,-0.017050351
0.735659413,0.677167358,0.015798647
0.53487083,-0.844853687,0.01163801
0.885071901,-0.465055024,0.019275771
-0.649661911,-0.760090852,-0.014187993
-0.240659724,0.970595296,-0.005260148
-0.590742129,-0.806756954,-0.012921041
-0.923948189,0.381979761,-0.020278226
0.1754529,-0.984480262,0.003859325
0.959731432,-0.280123279,0.021131162
0.718797957,-0.695038421,0.015845829
-0.986089369,0.164787576,-0.02174421
0.971914355,0.23435278,0.021477
-0.513430068,0.858056126,-0.011368835
-0.743591898,-0.668430949,-0.016466805
-0.728963959,0.684360882,-0.016178067
0.151721627,0.988417503,0.003374519
0.997169892,-0.071829891,0.022196239
-0.444560296,-0.895694003,-0.009919546
-0.616768833,0.787022817,-0.013830836
0.53152684,-0.84695741,0.01193164
-0.999497582,0.022312515,-0.022510761
-0.899920082,0.435581633,-0.020309793
-0.409352537,-0.912329068,-0.009282878
0.703669192,-0.710348099,0.015976401
-0.869523671,0.493490872,-0.019883254
0.840112731,-0.542064319,0.019413234
0.873346764,0.486680649,0.020183562
-0.083476245,0.996507899,-0.001929578
-0.962392094,-0.270743117,-0.022352235
-0.78657859,-0.617219621,-0.01827735
-0.334066845,0.942517395,-0.007765553
0.991266509,0.129815251,0.023210096
0.782039257,0.622957428,0.018402269
-0.682856333,-0.730373494,-0.016179866
-0.894992226,-0.445570585,-0.021348771
0.381214775,0.924441141,0.00915817
-0.267301041,-0.963591494,-0.006448723
0.378472241,-0.925567397,0.009151906
-0.87085232,-0.4910915,-0.021103897
0.954584252,0.29703348,0.023238263
0.310406936,-0.950573652,0.0075675
0.387258797,0.921921781,0.009531786
0.777223206,-0.628930144,0.019260369
0.995529461,-0.091155703,0.024733192
0.872627719,0.487900531,0.021770084
-0.911506497,-0.410655084,-0.02276638
-0.72133002,-0.692356205,-0.018052346
-0.49606746,-0.868195129,-0.012421485
0.937052523,0.348394161,0.023538845
0.978267811,0.205856964,0.024799214
-0.939320923,0.3422106,-0.023835019
0.952796493,0.30261986,0.024496191
-0.999654114,0.005248595,-0.025770242
0.769004737,0.638929913,0.020007018
-0.999370557,0.023856812,-0.026255325
0.95710799,-0.288637705,0.025150947
0.206753509,-0.978377837,0.005458522
-0.988521452,-0.148803575,-0.026131124
-0.404885742,-0.914304424,-0.010721734
-0.096488025,-0.995330841,-0.002564925
0.335774373,-0.941900111,0.008930342
-0.999444423,0.020014536,-0.026650773
0.23140233,-0.972838529,0.006177208
0.80523498,-0.592558955,0.021691277
-0.038231058,-0.999268394,-0.001030566
-0.066766248,-0.997767018,-0.001801641
0.353639567,-0.935332473,0.009603172
-0.099248191,-0.995059049,-0.002698994
-0.474994143,0.879893678,-0.012949143
-0.782357315,0.622462965,-0.021374984
-0.724796088,-0.688677036,-0.019863804
0.553736171,0.832552299,0.015261775
-0.21383266,-0.976852433,-0.00590915
-0.350746017,-0.936420438,-0.009695138
0.613212129,-0.789735426,0.016995342
0.74927342,0.661930913,0.020899971
0.686492645,-0.726882668,0.019220725
-0.769663582,-0.638079599,-0.021734671
0.417467997,-0.908614524,0.011837157
-0.954040853,-0.298447244,-0.027116312
0.975984334,-0.216062526,0.027777032
0.729601002,-0.683557543,0.020771695
-0.36866944,0.929501087,-0.010515352
-0.997850369,-0.059024985,-0.028472663
0.637174243,-0.770504507,0.018215068
-0.044323422,-0.999016416,-0.00127895
0.943658423,0.329777139,0.027492184
-0.679232024,0.733656083,-0.01981438
0.62043937,-0.784044333,0.018151383
-0.979911272,-0.197360794,-0.028681282
-0.26824305,-0.963318971,-0.007888366
-0.804858132,0.592995071,-0.023669238
-0.850838261,0.524829461,-0.025065736
0.995084024,-0.094545049,0.029479127
0.086745912,0.996227123,0.002581887
-0.481299277,0.876439258,-0.014325977
-0.794197906,0.607196102,-0.023718772
0.323019218,-0.946342839,0.009685877
-0.05785201,0.998323661,-0.001735499
-0.269955938,0.962838575,-0.008103754
0.531499059,0.846906477,0.016067649
0.220121598,-0.975449725,0.006656971
-0.944767998,-0.326490482,-0.028590137
0.998068327,-0.054268754,0.030240978
0.712426812,0.701412963,0.021630827
0.713779876,0.700034343,0.021684255
0.786064324,-0.617682674,0.023895474
-0.993039759,-0.11384199,-0.030199968
-0.131782506,0.991270521,-0.004015656
-0.868470121,0.495033985,-0.026476449
0.993347341,0.111031623,0.030545686
-0.569213984,0.821999058,-0.017691485
0.884449715,0.465816091,0.02764183
-0.413462867,-0.910429145,-0.012931734
0.553875097,0.832419234,0.017337696
0.658225626,-0.752538389,0.020615465
0.490443255,0.871337283,0.015386758
0.027198689,-0.999629682,0.000854363
-0.626713507,0.778997807,-0.019814054
-0.255505118,0.966773556,-0.008125647
-0.983445164,0.178464019,-0.031403879
0.891492772,0.452134071,0.028555528
-0.32320305,-0.946272236,-0.010423254
0.995564835,0.088407256,0.03216857
-0.715398298,0.69833381,-0.02313363
0.573798006,0.818786179,0.018575288
-0.709059437,0.704770493,-0.023092596
0.408520705,0.912651765,0.013326278
0.963492425,0.265877245,0.031490286
-0.656070691,0.754393358,-0.021492102
0.991212544,0.128228414,0.032483338
-0.240523312,0.970611222,-0.007898821
0.993023819,0.113291441,0.032691641
-0.893582323,-0.447932441,-0.029447587
0.864360225,0.502056559,0.028646346
0.219923471,-0.975489639,0.007323311
0.480503657,0.876846096,0.0160362
0.978967025,-0.201380986,0.032699588
-0.426454459,-0.904396217,-0.014285568
0.217035845,-0.976136028,0.007341444
-0.990608235,0.132531877,-0.033624777
0.994968521,0.094321263,0.03378078
-0.929812713,-0.36666683,-0.031682092
0.987565736,-0.153550047,0.033709062
-0.650872888,0.758860823,-0.022242646
-0.664118287,-0.747282305,-0.022716884
-0.40301101,0.915091109,-0.013798101
-0.759121453,0.650428272,-0.026032334
0.833402908,-0.551922771,0.028650461
0.744264539,0.667391374,0.025671969
-0.775244727,0.631093041,-0.026780357
-0.968374439,-0.24723838,-0.033528043
0.997220801,0.065980231,0.034601782
0.998827584,0.033726517,0.034727207
-0.523943745,-0.851555506,-0.018334984
-0.821880683,-0.568932772,-0.028768795
0.914411232,0.403508604,0.032138832
0.086536096,0.996244059,0.003046298
0.852034342,0.522617311,0.030143415
-0.512684824,-0.858385029,-0.018149718
-0.948157497,-0.316005565,-0.033731924
0.671250951,0.740841188,0.024010307
-0.4358627,-0.899877475,-0.015628081
-0.286064261,-0.958155304,-0.010278773
-0.876908906,-0.479615947,-0.03161192
0.684459677,0.728632468,0.024691634
-0.369334813,0.929200328,-0.013362125
-0.114689571,-0.993392708,-0.004150879
-0.134791745,-0.990861932,-0.00488036
-0.858271322,0.512239531,-0.031320927
-0.898396755,-0.437948459,-0.032930511
0.394348861,0.918847113,0.014455435
-0.018870982,0.999821688,-0.000691841
-0.530572279,0.847415189,-0.019507787
-0.961753347,-0.271621699,-0.035385751
0.879657252,-0.474502588,0.03241009
0.022143208,-0.999754476,0.000816289
0.901580558,0.431329493,0.033277111
0.8839504,-0.466427585,0.032817661
0.995115502,0.091458009,0.037156028
0.823620953,0.566305073,0.030774815
-0.67638964,-0.73610949,-0.025295708
0.024962474,-0.999687951,0.000936013
0.873240109,0.486188431,0.032749375
0.703899297,0.709804985,0.026507804
-0.930656836,0.364201922,-0.035139907
0.091622676,-0.995787769,0.003464658
-0.417972269,-0.908321865,-0.015829455
0.976089081,0.214193239,0.037031899
0.666191244,-0.745351496,0.025305623
-0.968246988,-0.247261789,-0.03686975
-0.537852094,-0.842789709,-0.020509331
0.772512091,-0.634314805,0.029492334
-0.529010017,-0.848374046,-0.020245508
-0.684827976,-0.728231593,-0.026256243
-0.995582258,0.085752905,-0.038241434
0.029813119,0.999554824,0.001154249
0.426748476,-0.904219253,0.016531203
-0.681215001,0.731606961,-0.026407907
-0.124300077,0.992232899,-0.004833663
0.657607224,-0.752919804,0.025778032
0.010653441,-0.999943163,0.000419082
-0.208514821,-0.977984778,-0.008206309
-0.216652618,-0.976211499,-0.008529501
-0.959564882,-0.27894074,-0.037779648
-0.99547102,0.086582028,-0.039255575
0.971912238,0.232196711,0.038357392
0.991609837,-0.123185679,0.039181881
0.996834079,0.068983399,0.039536191
-0.956122588,0.290482592,-0.038071793
-0.751644197,-0.658881869,-0.030094589
-0.891778546,0.451059084,-0.035731311
0.324187831,-0.945903512,0.012992172
0.97424916,0.222051122,0.039139156
0.997952837,0.049805519,0.040119147
-0.371937882,-0.928137181,-0.014952739
-0.745858396,-0.665423608,-0.030111043
-0.217278624,-0.976070184,-0.008774728
0.72195612,-0.69132203,0.029209778
0.595821516,-0.802743782,0.024477383
-0.838685981,0.543524108,-0.034458223
-0.513594862,0.857770019,-0.021234705
